COUNTRY,AREA,YEAR,TEMPERATURE,GDP PER CAPITA,POPULATION DENSITY,LATITUDE,LONGITUDE,ELEVATION
Japan,Hamamatsu,2019,17.5,40416.0,507.52,34.72,137.737,3
Japan,Hamamatsu,2020,17.5,40028.7,507.52,34.72,137.737,3
Japan,Hamamatsu,2021,17.4,40094.6,507.52,34.72,137.737,3
Japan,Hiroshima,2011,16.2,31537.93,1323.87,34.39,132.456,16
Japan,Hiroshima,2012,16.2,32393.6,1323.87,34.39,132.456,16
Japan,Hiroshima,2013,16.6,33249.27,1323.87,34.39,132.456,16
Japan,Hiroshima,2014,16.2,34104.93,1323.87,34.39,132.456,16
Japan,Hiroshima,2015,16.6,34960.6,1323.87,34.39,132.456,16
Japan,Hiroshima,2016,17.2,39375.5,1323.87,34.39,132.456,16
Japan,Hiroshima,2017,16.3,38834.1,1323.87,34.39,132.456,16
Japan,Hiroshima,2018,16.8,39751.1,1323.87,34.39,132.456,16
Japan,Hiroshima,2019,17.2,40416.0,1323.87,34.39,132.456,16
Japan,Hiroshima,2020,17.1,40028.7,1323.87,34.39,132.456,16
Japan,Hiroshima,2021,17.1,40094.6,1323.87,34.39,132.456,16
Japan,Kobe,2011,16.8,31537.93,2757.31,34.703,135.203,35
Japan,Kobe,2012,16.6,32393.6,2757.31,34.703,135.203,35
Japan,Kobe,2013,17.0,33249.27,2757.31,34.703,135.203,35
Japan,Kobe,2014,16.7,34104.93,2757.31,34.703,135.203,35
Japan,Kobe,2015,17.3,34960.6,2757.31,34.703,135.203,35
Japan,Kobe,2016,17.8,39375.5,2757.31,34.703,135.203,35
Japan,Kobe,2017,16.8,38834.1,2757.31,34.703,135.203,35
Japan,Kobe,2018,17.4,39751.1,2757.31,34.703,135.203,35
Japan,Kobe,2019,17.7,40416.0,2757.31,34.703,135.203,35
Japan,Kobe,2020,17.6,40028.7,2757.31,34.703,135.203,35
Japan,Kobe,2021,17.5,40094.6,2757.31,34.703,135.203,35
Japan,Kyoto,2011,16.0,31537.93,1768.21,35.0,135.75,50
Japan,Kyoto,2012,15.8,32393.6,1768.21,35.0,135.75,50
Japan,Kyoto,2013,16.2,33249.27,1768.21,35.0,135.75,50
Japan,Kyoto,2014,16.1,34104.93,1768.21,35.0,135.75,50
Japan,Kyoto,2015,16.6,34960.6,1768.21,35.0,135.75,50
Japan,Kyoto,2016,17.1,39375.5,1768.21,35.0,135.75,50
Japan,Kyoto,2017,16.0,38834.1,1768.21,35.0,135.75,50
Japan,Kyoto,2018,16.9,39751.1,1768.21,35.0,135.75,50
Japan,Kyoto,2019,16.9,40416.0,1768.21,35.0,135.75,50
Japan,Kyoto,2020,17.0,40028.7,1768.21,35.0,135.75,50
Japan,Kyoto,2021,16.9,40094.6,1768.21,35.0,135.75,50
Japan,Nagoya,2011,16.1,31537.93,7134.71,35.155,136.921,23
Japan,Nagoya,2012,15.8,32393.6,7134.71,35.155,136.921,23
Japan,Nagoya,2013,16.4,33249.27,7134.71,35.155,136.921,23
Japan,Nagoya,2014,16.1,34104.93,7134.71,35.155,136.921,23
Japan,Nagoya,2015,16.6,34960.6,7134.71,35.155,136.921,23
Japan,Nagoya,2016,17.0,39375.5,7134.71,35.155,136.921,23
Japan,Nagoya,2017,15.9,38834.1,7134.71,35.155,136.921,23
Japan,Nagoya,2018,16.9,39751.1,7134.71,35.155,136.921,23
Japan,Nagoya,2019,17.0,40416.0,7134.71,35.155,136.921,23
Japan,Nagoya,2020,17.0,40028.7,7134.71,35.155,136.921,23
Japan,Nagoya,2021,16.8,40094.6,7134.71,35.155,136.921,23
Japan,Niigata,2011,13.9,31537.93,1086.56,35.53,139.703,-2
Japan,Niigata,2012,13.8,32393.6,1086.56,35.53,139.703,-2
Japan,Niigata,2013,13.8,33249.27,1086.56,35.53,139.703,-2
Japan,Niigata,2014,13.7,34104.93,1086.56,35.53,139.703,-2
Japan,Niigata,2015,14.4,34960.6,1086.56,35.53,139.703,-2
Japan,Niigata,2016,14.5,39375.5,1086.56,35.53,139.703,-2
Japan,Niigata,2017,13.7,38834.1,1086.56,35.53,139.703,-2
Japan,Niigata,2018,14.3,39751.1,1086.56,35.53,139.703,-2
Japan,Niigata,2019,14.6,40416.0,1086.56,35.53,139.703,-2
Japan,Niigata,2020,14.7,40028.7,1086.56,35.53,139.703,-2
Japan,Niigata,2021,14.5,40094.6,1086.56,35.53,139.703,-2
Japan,Okayama,2011,16.3,31537.93,917.33,34.659,133.919,5
Japan,Okayama,2012,16.1,32393.6,917.33,34.659,133.919,5
Japan,Okayama,2013,16.4,33249.27,917.33,34.659,133.919,5
Japan,Okayama,2014,16.1,34104.93,917.33,34.659,133.919,5
Japan,Okayama,2015,16.2,34960.6,917.33,34.659,133.919,5
Japan,Okayama,2016,16.6,39375.5,917.33,34.659,133.919,5
Japan,Okayama,2017,15.7,38834.1,917.33,34.659,133.919,5
Japan,Okayama,2018,16.3,39751.1,917.33,34.659,133.919,5
Japan,Okayama,2019,16.5,40416.0,917.33,34.659,133.919,5
Japan,Okayama,2020,16.5,40028.7,917.33,34.659,133.919,5
Japan,Okayama,2021,16.4,40094.6,917.33,34.659,133.919,5
Japan,Osaka,2011,16.9,31537.93,12206.81,34.68,135.505,24
Japan,Osaka,2012,16.6,32393.6,12206.81,34.68,135.505,24
Japan,Osaka,2013,17.1,33249.27,12206.81,34.68,135.505,24
Japan,Osaka,2014,16.7,34104.93,12206.81,34.68,135.505,24
Japan,Osaka,2015,17.2,34960.6,12206.81,34.68,135.505,24
Japan,Osaka,2016,17.7,39375.5,12206.81,34.68,135.505,24
Japan,Osaka,2017,16.8,38834.1,12206.81,34.68,135.505,24
Japan,Osaka,2018,17.4,39751.1,12206.81,34.68,135.505,24
Japan,Osaka,2019,17.6,40416.0,12206.81,34.68,135.505,24
Japan,Osaka,2020,17.7,40028.7,12206.81,34.68,135.505,24
Japan,Osaka,2021,17.5,40094.6,12206.81,34.68,135.505,24
Japan,Sakai,2011,15.2,31537.93,5515.09,34.556,135.489,7
Japan,Sakai,2012,15.4,32393.6,5515.09,34.556,135.489,7
Japan,Sakai,2013,15.5,33249.27,5515.09,34.556,135.489,7
Japan,Sakai,2014,15.1,34104.93,5515.09,34.556,135.489,7
Japan,Sakai,2015,15.7,34960.6,5515.09,34.556,135.489,7
Japan,Sakai,2016,16.1,39375.5,5515.09,34.556,135.489,7
Japan,Sakai,2017,15.6,38834.1,5515.09,34.556,135.489,7
Japan,Sakai,2018,15.8,39751.1,5515.09,34.556,135.489,7
Japan,Sakai,2019,16.2,40416.0,5515.09,34.556,135.489,7
Japan,Sakai,2020,16.2,40028.7,5515.09,34.556,135.489,7
Japan,Sakai,2021,16.2,40094.6,5515.09,34.556,135.489,7
Japan,Sapporo,2011,9.3,31537.93,1759.63,43.074,141.346,29
Japan,Sapporo,2012,9.3,32393.6,1759.63,43.074,141.346,29
Japan,Sapporo,2013,9.2,33249.27,1759.63,43.074,141.346,29
Japan,Sapporo,2014,9.3,34104.93,1759.63,43.074,141.346,29
Japan,Sapporo,2015,10.0,34960.6,1759.63,43.074,141.346,29
Japan,Sapporo,2016,9.3,39375.5,1759.63,43.074,141.346,29
Japan,Sapporo,2017,9.1,38834.1,1759.63,43.074,141.346,29
Japan,Sapporo,2018,9.5,39751.1,1759.63,43.074,141.346,29
Japan,Sapporo,2019,9.8,40416.0,1759.63,43.074,141.346,29
Japan,Sapporo,2020,10.0,40028.7,1759.63,43.074,141.346,29
Japan,Sapporo,2021,10.2,40094.6,1759.63,43.074,141.346,29
Japan,Sendai,2011,12.9,31537.93,1395.65,38.26,140.9,30
Japan,Sendai,2012,12.6,32393.6,1395.65,38.26,140.9,30
Japan,Sendai,2013,12.7,33249.27,1395.65,38.26,140.9,30
Japan,Sendai,2014,12.8,34104.93,1395.65,38.26,140.9,30
Japan,Sendai,2015,13.7,34960.6,1395.65,38.26,140.9,30
Japan,Sendai,2016,13.5,39375.5,1395.65,38.26,140.9,30
Japan,Sendai,2017,12.9,38834.1,1395.65,38.26,140.9,30
Japan,Sendai,2018,13.6,39751.1,1395.65,38.26,140.9,30
Japan,Sendai,2019,13.6,40416.0,1395.65,38.26,140.9,30
Japan,Sendai,2020,13.7,40028.7,1395.65,38.26,140.9,30
Japan,Sendai,2021,13.7,40094.6,1395.65,38.26,140.9,30
Japan,Tokyo,2011,16.5,31537.93,6385.64,35.68,139.77,40
Japan,Tokyo,2012,16.3,32393.6,6385.64,35.68,139.77,40
Japan,Tokyo,2013,17.1,33249.27,6385.64,35.68,139.77,40
Japan,Tokyo,2014,16.6,34104.93,6385.64,35.68,139.77,40
Japan,Tokyo,2015,16.4,34960.6,6385.64,35.68,139.77,40
Japan,Tokyo,2016,16.4,39375.5,6385.64,35.68,139.77,40
Japan,Tokyo,2017,15.8,38834.1,6385.64,35.68,139.77,40
Japan,Tokyo,2018,16.8,39751.1,6385.64,35.68,139.77,40
Japan,Tokyo,2019,16.5,40416.0,6385.64,35.68,139.77,40
Japan,Tokyo,2020,16.5,40028.7,6385.64,35.68,139.77,40
Japan,Tokyo,2021,16.6,40094.6,6385.64,35.68,139.77,40
Japan,Yokohama,2011,16.3,31537.93,8636.24,35.47,139.622,5
Japan,Yokohama,2012,15.8,32393.6,8636.24,35.47,139.622,5
Japan,Yokohama,2013,16.6,33249.27,8636.24,35.47,139.622,5
Japan,Yokohama,2014,16.2,34104.93,8636.24,35.47,139.622,5
Japan,Yokohama,2015,16.7,34960.6,8636.24,35.47,139.622,5
Japan,Yokohama,2016,16.9,39375.5,8636.24,35.47,139.622,5
Japan,Yokohama,2017,16.3,38834.1,8636.24,35.47,139.622,5
Japan,Yokohama,2018,17.1,39751.1,8636.24,35.47,139.622,5
Japan,Yokohama,2019,16.9,40416.0,8636.24,35.47,139.622,5
Japan,Yokohama,2020,17.0,40028.7,8636.24,35.47,139.622,5
Japan,Yokohama,2021,17.0,40094.6,8636.24,35.47,139.622,5
